1461184186,-48,-86,6.363
1461184187,-51,-86,4.459
1461184188,-51,-87,4.081
1461184189,-52,-88,10.441
1461184190,-52,-88,8.832
1461184191,-51,-88,4.886
1461184192,-52,-88,9.249
1461184193,-52,-88,4.439
1461184194,-50,-87,5.073
1461184195,-49,-86,79.084
1461184196,-53,-86,66.850
1461184197,-59,-86,1.815
1461184198,-58,-57,15.610
1461184199,-66,-60,20.514
1461184200,-71,-61,12.513
1461184201,-71,-65,19.932
1461184202,-71,-68,110.186
1461184203,-73,-72,68.244
1461184204,-76,-75,18.400
1461184205,-80,-79,6.113
1461184210,-84,-82,8.571
1461184213,-83,-83,5.400
1461184222,-84,-85,21.252
1461184223,-77,-85,4.948
1461184224,-72,-84,4.692
1461184225,-71,-85,6.477
1461184226,-72,-85,5.313
1461184227,-72,-84,8.245
1461184228,-72,-84,1.563
1461184229,-72,-83,4.977
1461184230,-73,-83,4.955
1461184231,-72,-84,2.090
1461184232,-74,-83,4.671
1461184233,-73,-83,4.089
1461184234,-72,-83,4.811
1461184235,-71,-84,4.090
1461184236,-71,-85,4.875
1461184237,-72,-86,9.360
1461184238,-73,-85,4.857
1461184239,-73,-85,5.091
1461184240,-73,-85,4.930
1461184241,-73,-85,6.648
1461184248,-85,-84,2.238
1461184249,-72,-83,4.809
1461184250,-58,-83,5.842
1461184257,-57,-84,93.489
1461184262,-57,-85,10.817
1461184263,-53,-85,4.649
1461184264,-51,-85,7.401
1461184265,-51,-85,4.596
1461184266,-50,-85,4.727
1461184267,-50,-85,9.966
1461184268,-53,-85,3.699
1461184269,-50,-85,5.748
1461184270,-52,-85,4.655
1461184271,-52,-85,5.215
1461184272,-52,-85,4.145
1461184273,-50,-85,4.906
1461184274,-50,-85,4.807
1461184275,-50,-86,4.893
1461184276,-50,-85,6.531
1461184277,-62,-85,2.960
1461184278,-71,-85,97.944
1461184279,-72,-85,13.973
1461184280,-66,-60,15.313
1461184281,-71,-64,10.310
1461184282,-71,-67,64.371
1461184283,-77,-70,52.478
1461184284,-81,-74,54.566
1461184285,-83,-77,48.258
1461184286,-83,-80,294.812
1461184289,-83,-80,113.628
1461184294,-82,-82,5.581
1461184295,-83,-81,4.202
1461184296,-82,-82,34.201
1461184298,-82,-82,472.460
1461184299,-82,-82,545.148
1461184299,-83,-82,44.652
1461184300,-83,-82,17.661
1461184301,-84,-82,6.146
1461184302,-84,-82,4.838
1461184303,-78,-81,4.739
1461184304,-71,-82,2.013
1461184305,-69,-82,6.054
1461184306,-69,-83,4.580
1461184307,-70,-83,5.428
1461184308,-71,-82,5.857,0.527575969696
1461184309,-71,-82,4.232
1461184310,-71,-82,4.660
1461184311,-69,-81,5.724
1461184312,-70,-81,8.477
1461184313,-72,-81,5.633
1461184314,-73,-81,6.278
1461184315,-73,-80,8.048
1461184316,-73,-81,11.687
1461184317,-73,-80,4.421
1461184318,-73,-80,15.957
1461184319,-73,-80,4.064
1461184320,-72,-81,4.842
1461184321,-73,-81,1.633
1461184322,-74,-81,11.890
1461184331,-85,-78,236.734
1461184332,-85,-78,341.204
1461184333,-83,-78,125.432
1461184338,-85,-78,53.227
1461184339,-85,-78,15.885
1461184340,-85,-79,6.605
1461184341,-85,-78,47.085
1461184342,-85,-81,6.867
1461184343,-78,-81,4.345
1461184344,-74,-80,9.629
1461184345,-75,-82,6.729
1461184346,-74,-82,9.788
1461184347,-73,-82,6.527
1461184348,-71,-83,3.965
1461184349,-69,-83,6.695
1461184350,-72,-84,8.550
1461184351,-73,-84,17.546
1461184352,-75,-85,1.654
1461184353,-74,-84,1.477
1461184354,-74,-83,4.531
1461184355,-75,-81,5.071
1461184356,-73,-81,4.177
1461184357,-59,-81,39.320
1461184358,-38,-81,20.035
1461184359,-41,-81,1.147
1461184360,-31,-81,4.072
1461184361,-31,-81,5.439
1461184366,-62,-60,153.131
1461184367,-77,-62,96.437
1461184369,-84,-65,828.675
1461184376,-85,-80,86.220
1461184377,-85,-79,6.575
1461184378,-85,-81,5.029
1461184379,-85,-81,10.066
1461184380,-84,-83,2.720
1461184381,-85,-83,363.507
1461184382,-84,-84,96.015
1461184383,-73,-81,3.613
1461184384,-72,-82,6.507
1461184385,-72,-83,5.662
1461184386,-72,-82,13.602
1461184387,-72,-81,9.127
1461184388,-71,-81,27.638
1461184389,-71,-80,4.486
1461184390,-71,-80,28.874
1461184391,-71,-81,10.581
1461184392,-72,-81,14.276
1461184393,-71,-82,5.911
1461184394,-72,-83,4.775
1461184395,-70,-83,4.850
1461184396,-71,-83,4.003
1461184397,-71,-84,1.630
1461184398,-71,-84,4.432
1461184399,-71,-84,5.124
1461184400,-70,-84,6.552
1461184401,-71,-84,5.375
1461184406,-85,-84,4.168
1461184407,-85,-84,7.489
1461184408,-84,-84,1.810
1461184409,-85,-84,10.155
1461184410,-85,-84,12.397
1461184413,-84,-83,12.159
1461184418,-86,-83,10.370
1461184423,-76,-82,5.291
1461184424,-72,-83,3.750
1461184425,-72,-82,7.768
1461184426,-73,-82,3.951
1461184427,-73,-82,4.109
1461184428,-70,-83,5.341
1461184429,-71,-83,7.564
1461184430,-73,-83,4.961
1461184431,-73,-83,2.438
1461184432,-71,-83,4.781
1461184433,-71,-83,8.443
1461184434,-71,-82,4.915
1461184435,-71,-82,2.532
1461184436,-72,-81,4.436
1461184437,-72,-81,5.336
1461184438,-71,-81,16.890
1461184439,-70,-81,4.693
1461184440,-69,-81,5.499
1461184441,-71,-83,4.752
1461184450,-85,-85,8.800
1461184451,-85,-84,11.565
1461184452,-84,-84,35.097
1461184453,-84,-83,20.269
1461184454,-84,-83,21.587
1461184455,-84,-83,25.150,0.464292049408
1461184460,-85,-82,4.521
1461184461,-84,-82,4.612
1461184462,-84,-81,61.441
1461184463,-79,-81,55.030
1461184464,-76,-82,5.699
1461184465,-73,-82,7.324
1461184466,-72,-83,5.247
1461184467,-72,-83,4.722
1461184468,-71,-83,11.612
1461184469,-72,-83,5.545
1461184470,-73,-83,3.709
1461184471,-73,-84,3.897
1461184472,-73,-84,5.280
1461184473,-73,-84,3.924
1461184474,-74,-83,4.826
1461184475,-74,-83,7.054
1461184476,-74,-83,4.836
1461184477,-76,-83,3.964
1461184478,-74,-83,6.854
1461184479,-73,-83,6.286
1461184480,-74,-82,4.534
1461184481,-74,-83,4.644
1461184488,-85,-83,6.176
1461184491,-85,-83,5.148
1461184492,-85,-83,59.934
1461184493,-85,-83,47.015
1461184494,-85,-83,46.573
1461184495,-84,-83,35.359
1461184496,-84,-83,4.562
1461184497,-84,-83,6.398
1461184498,-83,-83,4.514
1461184499,-83,-83,3.653
1461184500,-83,-83,4.580
1461184501,-83,-83,4.498
1461184502,-83,-84,93.974
1461184503,-79,-83,117.231
1461184504,-75,-83,26.839
1461184505,-72,-82,4.746
1461184506,-71,-81,6.395
1461184507,-71,-81,4.777
1461184508,-70,-81,1.442
1461184509,-70,-81,4.634
1461184510,-70,-80,4.684
1461184511,-70,-80,4.650
1461184512,-71,-79,1.658
1461184513,-74,-80,13.135
1461184514,-74,-80,5.323
1461184515,-71,-80,4.580
1461184516,-72,-80,7.440
1461184517,-71,-80,1.617
1461184518,-70,-81,4.595
1461184519,-71,-82,4.577
1461184520,-71,-82,7.149
1461184521,-70,-82,4.655
1461184532,-84,-82,113.822
1461184535,-84,-83,80.210
1461184536,-84,-83,5.277
1461184537,-84,-83,6.115
1461184538,-83,-82,4.543
1461184539,-83,-83,6.366
1461184540,-83,-82,4.572
1461184541,-83,-82,6.081
1461184542,-84,-82,4.470
1461184543,-75,-82,5.910
1461184544,-73,-81,2.353
1461184545,-71,-81,4.517
1461184546,-72,-82,5.237
1461184547,-73,-82,6.023
1461184548,-71,-83,4.278
1461184549,-71,-83,2.077
1461184550,-71,-83,6.124
1461184551,-71,-83,6.914
1461184552,-71,-83,5.206
1461184553,-71,-84,8.231
1461184554,-71,-84,5.038
1461184555,-72,-83,5.122
1461184556,-73,-83,5.114
1461184557,-72,-81,5.153
1461184558,-73,-81,5.123
1461184559,-73,-80,3.260
1461184560,-55,-80,23.381
1461184561,-27,-80,67.232
1461184562,-33,-80,87.413
1461184563,-75,-80,146.224
1461184564,-84,-80,132.633
1461184565,-64,-57,143.731
1461184570,-85,-72,19.316
1461184571,-84,-75,126.459
1461184572,-84,-79,288.764
1461184573,-85,-79,133.518
1461184574,-85,-79,10.618
1461184575,-85,-79,6.760
1461184576,-85,-81,15.797
1461184577,-85,-81,5.048
1461184578,-85,-81,7.947
1461184579,-85,-82,5.793
1461184580,-85,-82,2.124
